date,metric_code,metric,group,value,unit,source_series
1945-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,44653.0,$mn SAAR,BCNSDODNS
1946-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,49889.0,$mn SAAR,BCNSDODNS
1947-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.6,% annualized,H8B1020NCBCMG
1947-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.2,% annualized,H8B1020NCBCMG
1947-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.0,% annualized,H8B1020NCBCMG
1947-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.9,% annualized,H8B1020NCBCMG
1947-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,33.2,% annualized,H8B1020NCBCMG
1947-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,111.8,% annualized,H8B1020NCBCMG
1947-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.3,% annualized,H8B1020NCBCMG
1947-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1947-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.3,% annualized,H8B1020NCBCMG
1947-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,56781.0,$mn SAAR,BCNSDODNS
1947-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.3,% annualized,H8B1020NCBCMG
1947-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1948-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.9,% annualized,H8B1020NCBCMG
1948-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.1,% annualized,H8B1020NCBCMG
1948-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,24.2,% annualized,H8B1020NCBCMG
1948-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,23.7,% annualized,H8B1020NCBCMG
1948-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,21.2,% annualized,H8B1020NCBCMG
1948-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.7,% annualized,H8B1020NCBCMG
1948-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.2,% annualized,H8B1020NCBCMG
1948-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.1,% annualized,H8B1020NCBCMG
1948-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.0,% annualized,H8B1020NCBCMG
1948-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1948-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,62811.0,$mn SAAR,BCNSDODNS
1948-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1948-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.0,% annualized,H8B1020NCBCMG
1949-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.1,% annualized,H8B1020NCBCMG
1949-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.0,% annualized,H8B1020NCBCMG
1949-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.8,% annualized,H8B1020NCBCMG
1949-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.6,% annualized,H8B1020NCBCMG
1949-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.5,% annualized,H8B1020NCBCMG
1949-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.4,% annualized,H8B1020NCBCMG
1949-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.8,% annualized,H8B1020NCBCMG
1949-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-3.8,% annualized,H8B1020NCBCMG
1949-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-5.7,% annualized,H8B1020NCBCMG
1949-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-7.6,% annualized,H8B1020NCBCMG
1949-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,64395.0,$mn SAAR,BCNSDODNS
1949-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-5.7,% annualized,H8B1020NCBCMG
1949-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-5.8,% annualized,H8B1020NCBCMG
1950-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.7,% annualized,H8B1020NCBCMG
1950-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.1,% annualized,H8B1020NCBCMG
1950-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.7,% annualized,H8B1020NCBCMG
1950-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,18.5,% annualized,H8B1020NCBCMG
1950-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.4,% annualized,H8B1020NCBCMG
1950-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.2,% annualized,H8B1020NCBCMG
1950-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.5,% annualized,H8B1020NCBCMG
1950-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,22.7,% annualized,H8B1020NCBCMG
1950-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.6,% annualized,H8B1020NCBCMG
1950-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.9,% annualized,H8B1020NCBCMG
1950-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,70439.0,$mn SAAR,BCNSDODNS
1950-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.6,% annualized,H8B1020NCBCMG
1950-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.4,% annualized,H8B1020NCBCMG
1951-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.8,% annualized,H8B1020NCBCMG
1951-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.9,% annualized,H8B1020NCBCMG
1951-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.3,% annualized,H8B1020NCBCMG
1951-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.5,% annualized,H8B1020NCBCMG
1951-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.8,% annualized,H8B1020NCBCMG
1951-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.1,% annualized,H8B1020NCBCMG
1951-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.5,% annualized,H8B1020NCBCMG
1951-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.4,% annualized,H8B1020NCBCMG
1951-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.9,% annualized,H8B1020NCBCMG
1951-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.9,% annualized,H8B1020NCBCMG
1951-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,78867.0,$mn SAAR,BCNSDODNS
1951-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.8,% annualized,H8B1020NCBCMG
1951-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.5,% annualized,H8B1020NCBCMG
1952-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-16.0,% annualized,H8B1020NCBCMG
1952-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,79982.0,$mn SAAR,BCNSDODNS
1952-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.7,% annualized,H8B1020NCBCMG
1952-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.1,% annualized,H8B1020NCBCMG
1952-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,36.0,% annualized,H8B1020NCBCMG
1952-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,81411.0,$mn SAAR,BCNSDODNS
1952-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,30.7,% annualized,H8B1020NCBCMG
1952-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.4,% annualized,H8B1020NCBCMG
1952-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.4,% annualized,H8B1020NCBCMG
1952-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,83192.0,$mn SAAR,BCNSDODNS
1952-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-10.6,% annualized,H8B1020NCBCMG
1952-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-18.8,% annualized,H8B1020NCBCMG
1952-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.7,% annualized,H8B1020NCBCMG
1952-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,85098.0,$mn SAAR,BCNSDODNS
1952-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.2,% annualized,H8B1020NCBCMG
1952-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.7,% annualized,H8B1020NCBCMG
1953-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-6.7,% annualized,H8B1020NCBCMG
1953-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,86711.0,$mn SAAR,BCNSDODNS
1953-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.7,% annualized,H8B1020NCBCMG
1953-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.5,% annualized,H8B1020NCBCMG
1953-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.0,% annualized,H8B1020NCBCMG
1953-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,87961.0,$mn SAAR,BCNSDODNS
1953-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.3,% annualized,H8B1020NCBCMG
1953-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.5,% annualized,H8B1020NCBCMG
1953-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.2,% annualized,H8B1020NCBCMG
1953-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,89017.0,$mn SAAR,BCNSDODNS
1953-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-6.5,% annualized,H8B1020NCBCMG
1953-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-11.7,% annualized,H8B1020NCBCMG
1953-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-15.8,% annualized,H8B1020NCBCMG
1953-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,89253.0,$mn SAAR,BCNSDODNS
1953-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.0,% annualized,H8B1020NCBCMG
1953-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.1,% annualized,H8B1020NCBCMG
1954-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-15.9,% annualized,H8B1020NCBCMG
1954-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,90352.0,$mn SAAR,BCNSDODNS
1954-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-12.1,% annualized,H8B1020NCBCMG
1954-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,20.4,% annualized,H8B1020NCBCMG
1954-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.3,% annualized,H8B1020NCBCMG
1954-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,90725.0,$mn SAAR,BCNSDODNS
1954-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.3,% annualized,H8B1020NCBCMG
1954-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,23.7,% annualized,H8B1020NCBCMG
1954-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-5.2,% annualized,H8B1020NCBCMG
1954-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,91872.0,$mn SAAR,BCNSDODNS
1954-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1954-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.5,% annualized,H8B1020NCBCMG
1954-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.5,% annualized,H8B1020NCBCMG
1954-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,92843.0,$mn SAAR,BCNSDODNS
1954-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1954-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,30.2,% annualized,H8B1020NCBCMG
1955-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.0,% annualized,H8B1020NCBCMG
1955-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,93896.0,$mn SAAR,BCNSDODNS
1955-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.6,% annualized,H8B1020NCBCMG
1955-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.9,% annualized,H8B1020NCBCMG
1955-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.5,% annualized,H8B1020NCBCMG
1955-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,95914.0,$mn SAAR,BCNSDODNS
1955-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.6,% annualized,H8B1020NCBCMG
1955-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,30.1,% annualized,H8B1020NCBCMG
1955-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.9,% annualized,H8B1020NCBCMG
1955-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,97632.0,$mn SAAR,BCNSDODNS
1955-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.1,% annualized,H8B1020NCBCMG
1955-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.3,% annualized,H8B1020NCBCMG
1955-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.6,% annualized,H8B1020NCBCMG
1955-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,101216.0,$mn SAAR,BCNSDODNS
1955-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,22.0,% annualized,H8B1020NCBCMG
1955-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,29.1,% annualized,H8B1020NCBCMG
1956-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.4,% annualized,H8B1020NCBCMG
1956-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,103791.0,$mn SAAR,BCNSDODNS
1956-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.1,% annualized,H8B1020NCBCMG
1956-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.7,% annualized,H8B1020NCBCMG
1956-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.3,% annualized,H8B1020NCBCMG
1956-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,106472.0,$mn SAAR,BCNSDODNS
1956-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,12.2,% annualized,H8B1020NCBCMG
1956-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.1,% annualized,H8B1020NCBCMG
1956-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-4.0,% annualized,H8B1020NCBCMG
1956-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,108575.0,$mn SAAR,BCNSDODNS
1956-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-14.0,% annualized,H8B1020NCBCMG
1956-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1956-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.1,% annualized,H8B1020NCBCMG
1956-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,110961.0,$mn SAAR,BCNSDODNS
1956-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1956-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.1,% annualized,H8B1020NCBCMG
1957-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-6.0,% annualized,H8B1020NCBCMG
1957-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,113756.0,$mn SAAR,BCNSDODNS
1957-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-7.0,% annualized,H8B1020NCBCMG
1957-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.0,% annualized,H8B1020NCBCMG
1957-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.0,% annualized,H8B1020NCBCMG
1957-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,116774.0,$mn SAAR,BCNSDODNS
1957-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.9,% annualized,H8B1020NCBCMG
1957-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.8,% annualized,H8B1020NCBCMG
1957-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.9,% annualized,H8B1020NCBCMG
1957-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,118734.0,$mn SAAR,BCNSDODNS
1957-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.0,% annualized,H8B1020NCBCMG
1957-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1957-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.9,% annualized,H8B1020NCBCMG
1957-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,120633.0,$mn SAAR,BCNSDODNS
1957-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.0,% annualized,H8B1020NCBCMG
1957-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-6.8,% annualized,H8B1020NCBCMG
1958-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-36.3,% annualized,H8B1020NCBCMG
1958-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,122620.0,$mn SAAR,BCNSDODNS
1958-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.1,% annualized,H8B1020NCBCMG
1958-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.0,% annualized,H8B1020NCBCMG
1958-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.0,% annualized,H8B1020NCBCMG
1958-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,123714.0,$mn SAAR,BCNSDODNS
1958-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1958-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.0,% annualized,H8B1020NCBCMG
1958-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.8,% annualized,H8B1020NCBCMG
1958-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,125303.0,$mn SAAR,BCNSDODNS
1958-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.0,% annualized,H8B1020NCBCMG
1958-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.0,% annualized,H8B1020NCBCMG
1958-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.8,% annualized,H8B1020NCBCMG
1958-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,127968.0,$mn SAAR,BCNSDODNS
1958-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.7,% annualized,H8B1020NCBCMG
1958-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.4,% annualized,H8B1020NCBCMG
1959-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.4,% annualized,H8B1020NCBCMG
1959-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,129231.0,$mn SAAR,BCNSDODNS
1959-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.7,% annualized,H8B1020NCBCMG
1959-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.7,% annualized,H8B1020NCBCMG
1959-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.9,% annualized,H8B1020NCBCMG
1959-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,132392.0,$mn SAAR,BCNSDODNS
1959-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.7,% annualized,H8B1020NCBCMG
1959-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,19.1,% annualized,H8B1020NCBCMG
1959-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,21.5,% annualized,H8B1020NCBCMG
1959-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,134057.0,$mn SAAR,BCNSDODNS
1959-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.2,% annualized,H8B1020NCBCMG
1959-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.8,% annualized,H8B1020NCBCMG
1959-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.2,% annualized,H8B1020NCBCMG
1959-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,136647.0,$mn SAAR,BCNSDODNS
1959-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.2,% annualized,H8B1020NCBCMG
1959-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,24.0,% annualized,H8B1020NCBCMG
1960-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.4,% annualized,H8B1020NCBCMG
1960-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,139272.0,$mn SAAR,BCNSDODNS
1960-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-2.5,% annualized,H8B1020NCBCMG
1960-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.9,% annualized,H8B1020NCBCMG
1960-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.4,% annualized,H8B1020NCBCMG
1960-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,141913.0,$mn SAAR,BCNSDODNS
1960-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.8,% annualized,H8B1020NCBCMG
1960-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.8,% annualized,H8B1020NCBCMG
1960-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.1,% annualized,H8B1020NCBCMG
1960-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,143167.0,$mn SAAR,BCNSDODNS
1960-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.8,% annualized,H8B1020NCBCMG
1960-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.1,% annualized,H8B1020NCBCMG
1960-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.8,% annualized,H8B1020NCBCMG
1960-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,145595.0,$mn SAAR,BCNSDODNS
1960-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,-1.6,% annualized,H8B1020NCBCMG
1960-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,15.5,% annualized,H8B1020NCBCMG
1961-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.7,% annualized,H8B1020NCBCMG
1961-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,146198.0,$mn SAAR,BCNSDODNS
1961-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,13.6,% annualized,H8B1020NCBCMG
1961-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1961-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,1.6,% annualized,H8B1020NCBCMG
1961-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,148196.0,$mn SAAR,BCNSDODNS
1961-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.7,% annualized,H8B1020NCBCMG
1961-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.8,% annualized,H8B1020NCBCMG
1961-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.9,% annualized,H8B1020NCBCMG
1961-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,149684.0,$mn SAAR,BCNSDODNS
1961-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,0.0,% annualized,H8B1020NCBCMG
1961-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.2,% annualized,H8B1020NCBCMG
1961-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.0,% annualized,H8B1020NCBCMG
1961-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,152991.0,$mn SAAR,BCNSDODNS
1961-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.2,% annualized,H8B1020NCBCMG
1961-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.6,% annualized,H8B1020NCBCMG
1962-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.1,% annualized,H8B1020NCBCMG
1962-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,154537.0,$mn SAAR,BCNSDODNS
1962-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.3,% annualized,H8B1020NCBCMG
1962-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,10.5,% annualized,H8B1020NCBCMG
1962-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,14.9,% annualized,H8B1020NCBCMG
1962-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,157694.0,$mn SAAR,BCNSDODNS
1962-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.6,% annualized,H8B1020NCBCMG
1962-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.5,% annualized,H8B1020NCBCMG
1962-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,7.3,% annualized,H8B1020NCBCMG
1962-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,160115.0,$mn SAAR,BCNSDODNS
1962-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.4,% annualized,H8B1020NCBCMG
1962-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,17.2,% annualized,H8B1020NCBCMG
1962-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,9.2,% annualized,H8B1020NCBCMG
1962-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,163471.0,$mn SAAR,BCNSDODNS
1962-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,11.9,% annualized,H8B1020NCBCMG
1962-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,16.6,% annualized,H8B1020NCBCMG
1963-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.5,% annualized,H8B1020NCBCMG
1963-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,165593.0,$mn SAAR,BCNSDODNS
1963-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,8.2,% annualized,H8B1020NCBCMG
