date,metric_code,metric,group,value,unit,source_series
2024-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.48,%,CORBLACBS
2024-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,14463791.0,$mn SAAR,BCNSDODNS
2024-04-01,delinquency,Business Loan Delinquency Rate,신용손실,1.15,%,DRBLACBS
2024-04-01,hy_oas,US High Yield OAS,신용가격,3.12,%p,BAMLH0A0HYM2
2024-04-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,15.6,%,DRTSCILM
2024-04-02,hy_oas,US High Yield OAS,신용가격,3.23,%p,BAMLH0A0HYM2
2024-04-03,hy_oas,US High Yield OAS,신용가격,3.23,%p,BAMLH0A0HYM2
2024-04-04,hy_oas,US High Yield OAS,신용가격,3.24,%p,BAMLH0A0HYM2
2024-04-05,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2024-04-08,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-04-09,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-04-10,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-04-11,hy_oas,US High Yield OAS,신용가격,3.16,%p,BAMLH0A0HYM2
2024-04-12,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-04-15,hy_oas,US High Yield OAS,신용가격,3.28,%p,BAMLH0A0HYM2
2024-04-16,hy_oas,US High Yield OAS,신용가격,3.36,%p,BAMLH0A0HYM2
2024-04-17,hy_oas,US High Yield OAS,신용가격,3.42,%p,BAMLH0A0HYM2
2024-04-18,hy_oas,US High Yield OAS,신용가격,3.39,%p,BAMLH0A0HYM2
2024-04-19,hy_oas,US High Yield OAS,신용가격,3.37,%p,BAMLH0A0HYM2
2024-04-22,hy_oas,US High Yield OAS,신용가격,3.29,%p,BAMLH0A0HYM2
2024-04-23,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-04-24,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-04-25,hy_oas,US High Yield OAS,신용가격,3.24,%p,BAMLH0A0HYM2
2024-04-26,hy_oas,US High Yield OAS,신용가격,3.16,%p,BAMLH0A0HYM2
2024-04-29,hy_oas,US High Yield OAS,신용가격,3.12,%p,BAMLH0A0HYM2
2024-04-30,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2024-05-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.0,% annualized,H8B1020NCBCMG
2024-05-01,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-05-02,hy_oas,US High Yield OAS,신용가격,3.16,%p,BAMLH0A0HYM2
2024-05-03,hy_oas,US High Yield OAS,신용가격,3.08,%p,BAMLH0A0HYM2
2024-05-06,hy_oas,US High Yield OAS,신용가격,3.03,%p,BAMLH0A0HYM2
2024-05-07,hy_oas,US High Yield OAS,신용가격,3.06,%p,BAMLH0A0HYM2
2024-05-08,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-05-09,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-05-10,hy_oas,US High Yield OAS,신용가격,3.12,%p,BAMLH0A0HYM2
2024-05-13,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-05-14,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-05-15,hy_oas,US High Yield OAS,신용가격,3.13,%p,BAMLH0A0HYM2
2024-05-16,hy_oas,US High Yield OAS,신용가격,3.08,%p,BAMLH0A0HYM2
2024-05-17,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-05-20,hy_oas,US High Yield OAS,신용가격,3.07,%p,BAMLH0A0HYM2
2024-05-21,hy_oas,US High Yield OAS,신용가격,3.07,%p,BAMLH0A0HYM2
2024-05-22,hy_oas,US High Yield OAS,신용가격,3.11,%p,BAMLH0A0HYM2
2024-05-23,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-05-24,hy_oas,US High Yield OAS,신용가격,3.11,%p,BAMLH0A0HYM2
2024-05-27,hy_oas,US High Yield OAS,신용가격,3.12,%p,BAMLH0A0HYM2
2024-05-28,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-05-29,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-05-30,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-05-31,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-06-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.5,% annualized,H8B1020NCBCMG
2024-06-03,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2024-06-04,hy_oas,US High Yield OAS,신용가격,3.22,%p,BAMLH0A0HYM2
2024-06-05,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-06-06,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-06-07,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-06-10,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-06-11,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-06-12,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-06-13,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-06-14,hy_oas,US High Yield OAS,신용가격,3.29,%p,BAMLH0A0HYM2
2024-06-17,hy_oas,US High Yield OAS,신용가격,3.26,%p,BAMLH0A0HYM2
2024-06-18,hy_oas,US High Yield OAS,신용가격,3.24,%p,BAMLH0A0HYM2
2024-06-19,hy_oas,US High Yield OAS,신용가격,3.24,%p,BAMLH0A0HYM2
2024-06-20,hy_oas,US High Yield OAS,신용가격,3.23,%p,BAMLH0A0HYM2
2024-06-21,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-06-24,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-06-25,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-06-26,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2024-06-27,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-06-28,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2024-06-30,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-07-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.9,% annualized,H8B1020NCBCMG
2024-07-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.55,%,CORBLACBS
2024-07-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,14637028.0,$mn SAAR,BCNSDODNS
2024-07-01,delinquency,Business Loan Delinquency Rate,신용손실,1.18,%,DRBLACBS
2024-07-01,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-07-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,7.9,%,DRTSCILM
2024-07-02,hy_oas,US High Yield OAS,신용가격,3.23,%p,BAMLH0A0HYM2
2024-07-03,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-07-04,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-07-05,hy_oas,US High Yield OAS,신용가격,3.27,%p,BAMLH0A0HYM2
2024-07-08,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-07-09,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-07-10,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2024-07-11,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2024-07-12,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-07-15,hy_oas,US High Yield OAS,신용가격,3.13,%p,BAMLH0A0HYM2
2024-07-16,hy_oas,US High Yield OAS,신용가격,3.08,%p,BAMLH0A0HYM2
2024-07-17,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-07-18,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-07-19,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2024-07-22,hy_oas,US High Yield OAS,신용가격,3.05,%p,BAMLH0A0HYM2
2024-07-23,hy_oas,US High Yield OAS,신용가격,3.02,%p,BAMLH0A0HYM2
2024-07-24,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-07-25,hy_oas,US High Yield OAS,신용가격,3.08,%p,BAMLH0A0HYM2
2024-07-26,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-07-29,hy_oas,US High Yield OAS,신용가격,3.13,%p,BAMLH0A0HYM2
2024-07-30,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2024-07-31,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-08-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.5,% annualized,H8B1020NCBCMG
2024-08-01,hy_oas,US High Yield OAS,신용가격,3.35,%p,BAMLH0A0HYM2
2024-08-02,hy_oas,US High Yield OAS,신용가격,3.72,%p,BAMLH0A0HYM2
2024-08-05,hy_oas,US High Yield OAS,신용가격,3.93,%p,BAMLH0A0HYM2
2024-08-06,hy_oas,US High Yield OAS,신용가격,3.67,%p,BAMLH0A0HYM2
2024-08-07,hy_oas,US High Yield OAS,신용가격,3.57,%p,BAMLH0A0HYM2
2024-08-08,hy_oas,US High Yield OAS,신용가격,3.48,%p,BAMLH0A0HYM2
2024-08-09,hy_oas,US High Yield OAS,신용가격,3.49,%p,BAMLH0A0HYM2
2024-08-12,hy_oas,US High Yield OAS,신용가격,3.52,%p,BAMLH0A0HYM2
2024-08-13,hy_oas,US High Yield OAS,신용가격,3.54,%p,BAMLH0A0HYM2
2024-08-14,hy_oas,US High Yield OAS,신용가격,3.46,%p,BAMLH0A0HYM2
2024-08-15,hy_oas,US High Yield OAS,신용가격,3.31,%p,BAMLH0A0HYM2
2024-08-16,hy_oas,US High Yield OAS,신용가격,3.29,%p,BAMLH0A0HYM2
2024-08-19,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-08-20,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-08-21,hy_oas,US High Yield OAS,신용가격,3.27,%p,BAMLH0A0HYM2
2024-08-22,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-08-23,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-08-26,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-08-27,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2024-08-28,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-08-29,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-08-30,hy_oas,US High Yield OAS,신용가격,3.13,%p,BAMLH0A0HYM2
2024-08-31,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2024-09-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.5,% annualized,H8B1020NCBCMG
2024-09-02,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2024-09-03,hy_oas,US High Yield OAS,신용가격,3.31,%p,BAMLH0A0HYM2
2024-09-04,hy_oas,US High Yield OAS,신용가격,3.35,%p,BAMLH0A0HYM2
2024-09-05,hy_oas,US High Yield OAS,신용가격,3.29,%p,BAMLH0A0HYM2
2024-09-06,hy_oas,US High Yield OAS,신용가격,3.39,%p,BAMLH0A0HYM2
2024-09-09,hy_oas,US High Yield OAS,신용가격,3.36,%p,BAMLH0A0HYM2
2024-09-10,hy_oas,US High Yield OAS,신용가격,3.46,%p,BAMLH0A0HYM2
2024-09-11,hy_oas,US High Yield OAS,신용가격,3.44,%p,BAMLH0A0HYM2
2024-09-12,hy_oas,US High Yield OAS,신용가격,3.39,%p,BAMLH0A0HYM2
2024-09-13,hy_oas,US High Yield OAS,신용가격,3.37,%p,BAMLH0A0HYM2
2024-09-16,hy_oas,US High Yield OAS,신용가격,3.32,%p,BAMLH0A0HYM2
2024-09-17,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2024-09-18,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-09-19,hy_oas,US High Yield OAS,신용가격,3.1,%p,BAMLH0A0HYM2
2024-09-20,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-09-23,hy_oas,US High Yield OAS,신용가격,3.15,%p,BAMLH0A0HYM2
2024-09-24,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2024-09-25,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2024-09-26,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-09-27,hy_oas,US High Yield OAS,신용가격,3.14,%p,BAMLH0A0HYM2
2024-09-30,hy_oas,US High Yield OAS,신용가격,3.03,%p,BAMLH0A0HYM2
2024-10-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.2,% annualized,H8B1020NCBCMG
2024-10-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.52,%,CORBLACBS
2024-10-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,14548273.0,$mn SAAR,BCNSDODNS
2024-10-01,delinquency,Business Loan Delinquency Rate,신용손실,1.27,%,DRBLACBS
2024-10-01,hy_oas,US High Yield OAS,신용가격,3.07,%p,BAMLH0A0HYM2
2024-10-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,0.0,%,DRTSCILM
2024-10-02,hy_oas,US High Yield OAS,신용가격,3.06,%p,BAMLH0A0HYM2
2024-10-03,hy_oas,US High Yield OAS,신용가격,3.04,%p,BAMLH0A0HYM2
2024-10-04,hy_oas,US High Yield OAS,신용가격,2.89,%p,BAMLH0A0HYM2
2024-10-07,hy_oas,US High Yield OAS,신용가격,2.95,%p,BAMLH0A0HYM2
2024-10-08,hy_oas,US High Yield OAS,신용가격,2.99,%p,BAMLH0A0HYM2
2024-10-09,hy_oas,US High Yield OAS,신용가격,2.94,%p,BAMLH0A0HYM2
2024-10-10,hy_oas,US High Yield OAS,신용가격,2.99,%p,BAMLH0A0HYM2
2024-10-11,hy_oas,US High Yield OAS,신용가격,2.98,%p,BAMLH0A0HYM2
2024-10-14,hy_oas,US High Yield OAS,신용가격,2.97,%p,BAMLH0A0HYM2
2024-10-15,hy_oas,US High Yield OAS,신용가격,2.93,%p,BAMLH0A0HYM2
2024-10-16,hy_oas,US High Yield OAS,신용가격,2.9,%p,BAMLH0A0HYM2
2024-10-17,hy_oas,US High Yield OAS,신용가격,2.89,%p,BAMLH0A0HYM2
2024-10-18,hy_oas,US High Yield OAS,신용가격,2.88,%p,BAMLH0A0HYM2
2024-10-21,hy_oas,US High Yield OAS,신용가격,2.88,%p,BAMLH0A0HYM2
2024-10-22,hy_oas,US High Yield OAS,신용가격,2.92,%p,BAMLH0A0HYM2
2024-10-23,hy_oas,US High Yield OAS,신용가격,2.95,%p,BAMLH0A0HYM2
2024-10-24,hy_oas,US High Yield OAS,신용가격,2.93,%p,BAMLH0A0HYM2
2024-10-25,hy_oas,US High Yield OAS,신용가격,2.89,%p,BAMLH0A0HYM2
2024-10-28,hy_oas,US High Yield OAS,신용가격,2.82,%p,BAMLH0A0HYM2
2024-10-29,hy_oas,US High Yield OAS,신용가격,2.85,%p,BAMLH0A0HYM2
2024-10-30,hy_oas,US High Yield OAS,신용가격,2.8,%p,BAMLH0A0HYM2
2024-10-31,hy_oas,US High Yield OAS,신용가격,2.88,%p,BAMLH0A0HYM2
2024-11-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.5,% annualized,H8B1020NCBCMG
2024-11-01,hy_oas,US High Yield OAS,신용가격,2.83,%p,BAMLH0A0HYM2
2024-11-04,hy_oas,US High Yield OAS,신용가격,2.87,%p,BAMLH0A0HYM2
2024-11-05,hy_oas,US High Yield OAS,신용가격,2.86,%p,BAMLH0A0HYM2
2024-11-06,hy_oas,US High Yield OAS,신용가격,2.74,%p,BAMLH0A0HYM2
2024-11-07,hy_oas,US High Yield OAS,신용가격,2.73,%p,BAMLH0A0HYM2
2024-11-08,hy_oas,US High Yield OAS,신용가격,2.63,%p,BAMLH0A0HYM2
2024-11-11,hy_oas,US High Yield OAS,신용가격,2.63,%p,BAMLH0A0HYM2
2024-11-12,hy_oas,US High Yield OAS,신용가격,2.61,%p,BAMLH0A0HYM2
2024-11-13,hy_oas,US High Yield OAS,신용가격,2.64,%p,BAMLH0A0HYM2
2024-11-14,hy_oas,US High Yield OAS,신용가격,2.6,%p,BAMLH0A0HYM2
2024-11-15,hy_oas,US High Yield OAS,신용가격,2.72,%p,BAMLH0A0HYM2
2024-11-18,hy_oas,US High Yield OAS,신용가격,2.72,%p,BAMLH0A0HYM2
2024-11-19,hy_oas,US High Yield OAS,신용가격,2.69,%p,BAMLH0A0HYM2
2024-11-20,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2024-11-21,hy_oas,US High Yield OAS,신용가격,2.61,%p,BAMLH0A0HYM2
2024-11-22,hy_oas,US High Yield OAS,신용가격,2.61,%p,BAMLH0A0HYM2
2024-11-25,hy_oas,US High Yield OAS,신용가격,2.64,%p,BAMLH0A0HYM2
2024-11-26,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2024-11-27,hy_oas,US High Yield OAS,신용가격,2.69,%p,BAMLH0A0HYM2
2024-11-28,hy_oas,US High Yield OAS,신용가격,2.69,%p,BAMLH0A0HYM2
2024-11-29,hy_oas,US High Yield OAS,신용가격,2.72,%p,BAMLH0A0HYM2
2024-11-30,hy_oas,US High Yield OAS,신용가격,2.74,%p,BAMLH0A0HYM2
2024-12-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,3.8,% annualized,H8B1020NCBCMG
2024-12-02,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2024-12-03,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2024-12-04,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2024-12-05,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2024-12-06,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2024-12-09,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2024-12-10,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2024-12-11,hy_oas,US High Yield OAS,신용가격,2.64,%p,BAMLH0A0HYM2
2024-12-12,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2024-12-13,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2024-12-16,hy_oas,US High Yield OAS,신용가격,2.69,%p,BAMLH0A0HYM2
2024-12-17,hy_oas,US High Yield OAS,신용가격,2.75,%p,BAMLH0A0HYM2
2024-12-18,hy_oas,US High Yield OAS,신용가격,2.73,%p,BAMLH0A0HYM2
2024-12-19,hy_oas,US High Yield OAS,신용가격,2.91,%p,BAMLH0A0HYM2
2024-12-20,hy_oas,US High Yield OAS,신용가격,2.86,%p,BAMLH0A0HYM2
2024-12-23,hy_oas,US High Yield OAS,신용가격,2.85,%p,BAMLH0A0HYM2
2024-12-24,hy_oas,US High Yield OAS,신용가격,2.86,%p,BAMLH0A0HYM2
2024-12-26,hy_oas,US High Yield OAS,신용가격,2.86,%p,BAMLH0A0HYM2
2024-12-27,hy_oas,US High Yield OAS,신용가격,2.84,%p,BAMLH0A0HYM2
2024-12-30,hy_oas,US High Yield OAS,신용가격,2.94,%p,BAMLH0A0HYM2
2024-12-31,hy_oas,US High Yield OAS,신용가격,2.92,%p,BAMLH0A0HYM2
2025-01-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,2.9,% annualized,H8B1020NCBCMG
2025-01-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.55,%,CORBLACBS
2025-01-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,14714367.0,$mn SAAR,BCNSDODNS
2025-01-01,delinquency,Business Loan Delinquency Rate,신용손실,1.28,%,DRBLACBS
2025-01-01,sloos_tightening,SLOOS C&I 대출기준 강화 비율,신용 공급의지,6.2,%,DRTSCILM
2025-01-02,hy_oas,US High Yield OAS,신용가격,2.88,%p,BAMLH0A0HYM2
2025-01-03,hy_oas,US High Yield OAS,신용가격,2.81,%p,BAMLH0A0HYM2
2025-01-06,hy_oas,US High Yield OAS,신용가격,2.76,%p,BAMLH0A0HYM2
2025-01-07,hy_oas,US High Yield OAS,신용가격,2.79,%p,BAMLH0A0HYM2
2025-01-08,hy_oas,US High Yield OAS,신용가격,2.84,%p,BAMLH0A0HYM2
2025-01-09,hy_oas,US High Yield OAS,신용가격,2.82,%p,BAMLH0A0HYM2
2025-01-10,hy_oas,US High Yield OAS,신용가격,2.81,%p,BAMLH0A0HYM2
2025-01-13,hy_oas,US High Yield OAS,신용가격,2.85,%p,BAMLH0A0HYM2
2025-01-14,hy_oas,US High Yield OAS,신용가격,2.8,%p,BAMLH0A0HYM2
2025-01-15,hy_oas,US High Yield OAS,신용가격,2.72,%p,BAMLH0A0HYM2
2025-01-16,hy_oas,US High Yield OAS,신용가격,2.73,%p,BAMLH0A0HYM2
2025-01-17,hy_oas,US High Yield OAS,신용가격,2.64,%p,BAMLH0A0HYM2
2025-01-20,hy_oas,US High Yield OAS,신용가격,2.64,%p,BAMLH0A0HYM2
2025-01-21,hy_oas,US High Yield OAS,신용가격,2.61,%p,BAMLH0A0HYM2
2025-01-22,hy_oas,US High Yield OAS,신용가격,2.59,%p,BAMLH0A0HYM2
2025-01-23,hy_oas,US High Yield OAS,신용가격,2.61,%p,BAMLH0A0HYM2
2025-01-24,hy_oas,US High Yield OAS,신용가격,2.6,%p,BAMLH0A0HYM2
2025-01-27,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-01-28,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-01-29,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2025-01-30,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2025-01-31,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2025-02-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,4.5,% annualized,H8B1020NCBCMG
2025-02-03,hy_oas,US High Yield OAS,신용가격,2.73,%p,BAMLH0A0HYM2
2025-02-04,hy_oas,US High Yield OAS,신용가격,2.71,%p,BAMLH0A0HYM2
2025-02-05,hy_oas,US High Yield OAS,신용가격,2.69,%p,BAMLH0A0HYM2
2025-02-06,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-02-07,hy_oas,US High Yield OAS,신용가격,2.67,%p,BAMLH0A0HYM2
2025-02-10,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-02-11,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-02-12,hy_oas,US High Yield OAS,신용가격,2.65,%p,BAMLH0A0HYM2
2025-02-13,hy_oas,US High Yield OAS,신용가격,2.65,%p,BAMLH0A0HYM2
2025-02-14,hy_oas,US High Yield OAS,신용가격,2.62,%p,BAMLH0A0HYM2
2025-02-17,hy_oas,US High Yield OAS,신용가격,2.62,%p,BAMLH0A0HYM2
2025-02-18,hy_oas,US High Yield OAS,신용가격,2.62,%p,BAMLH0A0HYM2
2025-02-19,hy_oas,US High Yield OAS,신용가격,2.68,%p,BAMLH0A0HYM2
2025-02-20,hy_oas,US High Yield OAS,신용가격,2.66,%p,BAMLH0A0HYM2
2025-02-21,hy_oas,US High Yield OAS,신용가격,2.78,%p,BAMLH0A0HYM2
2025-02-24,hy_oas,US High Yield OAS,신용가격,2.78,%p,BAMLH0A0HYM2
2025-02-25,hy_oas,US High Yield OAS,신용가격,2.84,%p,BAMLH0A0HYM2
2025-02-26,hy_oas,US High Yield OAS,신용가격,2.81,%p,BAMLH0A0HYM2
2025-02-27,hy_oas,US High Yield OAS,신용가격,2.81,%p,BAMLH0A0HYM2
2025-02-28,hy_oas,US High Yield OAS,신용가격,2.87,%p,BAMLH0A0HYM2
2025-03-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,5.1,% annualized,H8B1020NCBCMG
2025-03-03,hy_oas,US High Yield OAS,신용가격,2.94,%p,BAMLH0A0HYM2
2025-03-04,hy_oas,US High Yield OAS,신용가격,2.99,%p,BAMLH0A0HYM2
2025-03-05,hy_oas,US High Yield OAS,신용가격,2.88,%p,BAMLH0A0HYM2
2025-03-06,hy_oas,US High Yield OAS,신용가격,2.99,%p,BAMLH0A0HYM2
2025-03-07,hy_oas,US High Yield OAS,신용가격,2.97,%p,BAMLH0A0HYM2
2025-03-10,hy_oas,US High Yield OAS,신용가격,3.16,%p,BAMLH0A0HYM2
2025-03-11,hy_oas,US High Yield OAS,신용가격,3.22,%p,BAMLH0A0HYM2
2025-03-12,hy_oas,US High Yield OAS,신용가격,3.2,%p,BAMLH0A0HYM2
2025-03-13,hy_oas,US High Yield OAS,신용가격,3.4,%p,BAMLH0A0HYM2
2025-03-14,hy_oas,US High Yield OAS,신용가격,3.25,%p,BAMLH0A0HYM2
2025-03-17,hy_oas,US High Yield OAS,신용가격,3.18,%p,BAMLH0A0HYM2
2025-03-18,hy_oas,US High Yield OAS,신용가격,3.23,%p,BAMLH0A0HYM2
2025-03-19,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2025-03-20,hy_oas,US High Yield OAS,신용가격,3.17,%p,BAMLH0A0HYM2
2025-03-21,hy_oas,US High Yield OAS,신용가격,3.21,%p,BAMLH0A0HYM2
2025-03-24,hy_oas,US High Yield OAS,신용가격,3.05,%p,BAMLH0A0HYM2
2025-03-25,hy_oas,US High Yield OAS,신용가격,3.09,%p,BAMLH0A0HYM2
2025-03-26,hy_oas,US High Yield OAS,신용가격,3.19,%p,BAMLH0A0HYM2
2025-03-27,hy_oas,US High Yield OAS,신용가격,3.27,%p,BAMLH0A0HYM2
2025-03-28,hy_oas,US High Yield OAS,신용가격,3.47,%p,BAMLH0A0HYM2
2025-03-31,hy_oas,US High Yield OAS,신용가격,3.55,%p,BAMLH0A0HYM2
2025-04-01,bank_loan_growth,은행 Loans & Leases 증가율,신용량,6.7,% annualized,H8B1020NCBCMG
2025-04-01,chargeoff,Business Loan Charge-off Rate,신용손실,0.58,%,CORBLACBS
2025-04-01,corp_debt_level,비금융기업 Debt Securities + Loans,Broad credit,14890244.0,$mn SAAR,BCNSDODNS
2025-04-01,delinquency,Business Loan Delinquency Rate,신용손실,1.29,%,DRBLACBS
