as_of,universe,sector,sector_ko,n_sample,n_valid_12m,sector_weight_pct,valid_weight_pct,coverage_of_sector_weight,median_change_3m,weighted_change_3m,pct_increasing_3m,pct_decreasing_3m,net_breadth_3m,median_change_6m,weighted_change_6m,pct_increasing_6m,pct_decreasing_6m,net_breadth_6m,median_change_12m,weighted_change_12m,pct_increasing_12m,pct_decreasing_12m,net_breadth_12m,signal
2026-09-18,GLOBAL,Utilities,유틸리티,10,9,2.2100000000000004,0.81,0.3665158371040724,0.0003053471162566268,-0.0018407266751523025,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.0018674145977544132,0.005706972514625945,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.012959915896915364,0.02106413445771221,0.5555555555555556,0.2222222222222222,0.33333333333333337,공급 증가
2026-09-18,US,Communication,커뮤니케이션,12,10,9.97,9.559999999999999,0.9588766298896688,-0.0024887336579332286,0.005359830984387481,0.25,0.25,0.0,-0.010793068730125088,0.003976548477389632,0.3333333333333333,0.5,-0.16666666666666669,-0.01808043409879062,0.0020460743993701803,0.3,0.6,-0.3,중립
2026-09-18,US,Consumer Discretionary,경기소비재,12,12,8.86,7.1400000000000015,0.8058690744920995,8.462675209042203e-05,0.01165877059968371,0.08333333333333333,0.08333333333333333,0.0,8.934775587909893e-05,0.04237825555127094,0.08333333333333333,0.3333333333333333,-0.25,0.001126747908214043,0.051887405768304334,0.3333333333333333,0.3333333333333333,0.0,완만한 공급 증가
2026-09-18,US,Consumer Staples,필수소비재,12,10,4.46,3.1,0.695067264573991,-0.001288452935894524,-0.0015546630317520085,0.0,0.0,0.0,-0.003057275358738676,-0.0029795742176960236,0.0,0.18181818181818182,-0.18181818181818182,-0.00594414987113856,-0.005364361978461872,0.0,0.3,-0.3,중립
2026-09-18,US,Energy,에너지,12,12,3.5499999999999994,2.9999999999999996,0.8450704225352113,-0.007635167009890864,-0.011736531000053925,0.0,0.3333333333333333,-0.3333333333333333,-0.019830838156342512,-0.025925333603616322,0.0,0.6666666666666666,-0.6666666666666666,-0.029659263791539103,-0.03637772705973818,0.0,0.75,-0.75,공급 감소
2026-09-18,US,Financials,금융,12,10,11.92,5.67,0.47567114093959734,-0.01028336227033777,-0.010472730130715455,0.0,0.5454545454545454,-0.5454545454545454,-0.02956304123346576,-0.030336060456404305,0.0,0.9090909090909091,-0.9090909090909091,-0.03572576621483975,-0.040645851928534135,0.0,1.0,-1.0,공급 감소
2026-09-18,US,Health Care,헬스케어,12,12,9.229999999999999,5.849999999999999,0.6338028169014084,-0.0010020779898722854,-0.001236773391769218,0.0,0.08333333333333333,-0.08333333333333333,-0.002973223738807207,-0.004333748445047798,0.0,0.25,-0.25,-0.0043153835841244215,-0.005448298049869852,0.0,0.3333333333333333,-0.3333333333333333,중립
2026-09-18,US,Industrials,산업재,12,12,8.12,3.41,0.4199507389162562,0.0004338674261407105,-0.0032061688287158344,0.0,0.08333333333333333,-0.08333333333333333,-0.008400198262944636,-0.009897512072831962,0.0,0.5,-0.5,-0.009432877245496352,-0.009271985609403179,0.08333333333333333,0.5,-0.4166666666666667,중립
2026-09-18,US,Information Technology,기술,12,12,38.37,29.86,0.7782121449048737,0.0004588312449325116,-0.0008103213472059778,0.08333333333333333,0.08333333333333333,0.0,-0.0005907516822151182,-0.00193363630814673,0.08333333333333333,0.08333333333333333,0.0,-0.002669170786285313,-0.010605512602339145,0.25,0.4166666666666667,-0.16666666666666669,완만한 공급 감소
2026-09-18,US,Materials,소재,12,12,1.7500000000000002,1.3500000000000003,0.7714285714285715,-0.00402492266526383,-0.005636725450993727,0.0,0.16666666666666666,-0.16666666666666666,-0.014266151767287849,-0.01662621117598973,0.0,0.5833333333333334,-0.5833333333333334,-0.016852839147538157,-0.020136328340479976,0.0,0.75,-0.75,공급 감소
